Bergen, 166.3580811983583, 65.21874129214603
Middlesex, 128.84247756048276, 150.16957923649522
Essex, 147.13897640135448, 93.37247721030207
Hudson, 165.9467990251436, 101.54930138131448
Monmouth, 150.00683587945036, 179.3678595597306
Ocean, 143.33739523271652, 240.53899128219405
Union, 140.29168400404149, 114.11647625492589
Camden, 67.92825298698246, 253.9222164722742
Passaic, 141.1698270225288, 53.04327057043844
Morris, 114.08078226237876, 81.16436447593588
Burlington, 100.34173453010798, 241.8120297758851
Mercer, 96.59573203352481, 175.59770709764717
Somerset, 106.09968495512133, 129.8825683690937
Gloucester, 47.73096356179018, 267.99092392818727
Atlantic, 101.13095167330412, 307.0960550933484
Cumberland, 51.14349402603667, 324.05358066955887
Sussex, 97.81846281876041, 35.9062139246048
Hunterdon, 73.20822683231314, 129.26237012857695
Warren, 63.748736848363, 81.94777277974589
Cape May, 85.65784937288194, 360.64527685999775
Salem, 24.643583189680445, 289.1592691373748
