King, 175.64091858037602, 134.24814964727628
Pierce, 158.47081017179357, 175.61876951543906
Snohomish, 181.81734034258108, 84.78269920203527
Spokane, 428.042659154363, 122.66508615704862
Clark, 136.79311819302254, 286.1238579854285
Thurston, 116.68677214075504, 184.3437897536715
Kitsap, 125.95427220363744, 123.34853128252564
Yakima, 236.81444777020403, 225.95405921128707
Whatcom, 180.5499408909125, 15.70148606453074
Benton, 307.1981286314359, 245.23253729617187
Skagit, 179.92484342379942, 46.456516710997676
Cowlitz, 125.41519732374212, 249.3687116919165
Grant, 310.6103579243906, 159.5001156470451
Franklin, 342.3125487335565, 219.05747658147325
Island, 133.03679855119844, 74.53102231987984
Lewis, 141.94873858691545, 215.23195906094566
Chelan, 243.66758055185264, 100.60844801665309
Clallam, 53.90175315038906, 84.62293280906636
Grays Harbor, 62.75634479462754, 164.4262460969123
Mason, 96.06429056518344, 146.83419104891877
Walla Walla, 366.42754735015257, 246.12012836822043
Whitman, 421.21820056845354, 186.52726379090984
Kittitas, 240.18653318912422, 166.72510697351692
Stevens, 402.16706491938544, 53.574997108823936
Douglas, 296.8410091304677, 112.42228518561333
Okanogan, 294.0309379480348, 40.2877587602635
Jefferson, 72.94141912116112, 111.3039204348328
Asotin, 439.56968584148683, 249.49297444200295
Pacific, 66.74205800236483, 217.19353533017215
Klickitat, 233.91261916140542, 277.71837053313266
Adams, 361.71350957064203, 179.24014108939514
San Juan, 109.1282541439244, 37.67824100844183
Pend Oreille, 435.4979500465326, 41.75228402914291
Skamania, 169.35553487436198, 264.4755117381748
Lincoln, 369.85124632140247, 126.61486642766266
Ferry, 364.23683879568404, 47.25534867584099
Wahkiakum, 82.78240309882531, 240.61706372152173
Columbia, 399.15053952763066, 240.11113681045452
Garfield, 419.94506627763695, 228.20854053428906
