Kanawha, 103.68033087486302, 281.93060927730176
Berkeley, 430.33262703231253, 143.55486403955211
Monongalia, 241.92388248237643, 123.15748145993933
Cabell, 37.09200929057564, 271.65828122728
Wood, 104.90273419991034, 174.59275847026368
Raleigh, 129.75204759382262, 351.29643740002945
Harrison, 210.83191393993687, 165.71952886433104
Mercer, 142.5639541990951, 396.202588337938
Jefferson, 445.7013161647856, 162.76178566235285
Putnam, 68.13732121755385, 260.8214046822744
Marion, 223.55983863738277, 137.921651883089
Fayette, 145.3820137728703, 319.7062672677047
Ohio, 183, 66
Wayne, 19.801067601156817, 305.32255343899976
Greenbrier, 204.0013854366159, 329.7454122437109
Preston, 277.2336090623853, 142.9166787843542
Logan, 65.68318324436687, 343.9204885851394
Marshall, 184.36828165111478, 94.89323833066783
Hancock, 186, 13
Jackson, 89.99127989894427, 220.8243710920464
Randolph, 257.86178232345867, 228.16350152682847
Mineral, 344.8297135406056, 149.61762396393755
Mason, 57.16368526139924, 228.77714119528883
Nicholas, 171.67768224603665, 287.4410935000732
Upshur, 224.49297094657877, 213.05569288934197
Mingo, 47.0765249989819, 356.8069216228008
Hampshire, 375.5950857748261, 161.5958702922784
Brooke, 186, 42
Boone, 86.59467829346768, 320.4180892831175
Wyoming, 101.71142170245727, 371.1538170713977
Lincoln, 53.07656574711661, 301.71435218845414
McDowell, 91.96952039444228, 399.5162425476226
Morgan, 408.842589951509, 131.7361640250109
Taylor, 241.96120777474425, 159.2763123454999
Barbour, 245.99233935047454, 184.20235567834843
Lewis, 199.41037447536746, 201.0160825941548
Wetzel, 186.63579316246282, 126.22567980223954
Braxton, 179.1520720427036, 237.34355096699173
Roane, 120.45804979422245, 235.61308710193438
Hardy, 352.84532007660613, 199.59243856332722
Monroe, 194.9033454219469, 377.19203140904483
Summers, 166.15353897559223, 365.47151374145704
Grant, 321.3334419950286, 187.61419223498638
Ritchie, 147.08031457560793, 178.63050748873076
Tyler, 163.70873232549621, 143.40759051912198
Clay, 145.9512244814794, 266.47916242547666
Doddridge, 180.2998247830167, 167.47453831612668
Pocahontas, 245.54443584205978, 282.51970335902297
Webster, 206.90342691821897, 262.5273229605933
Gilmer, 166.2935088219711, 209.82794823324113
Pleasants, 137.97294323784666, 154.99310745964846
Calhoun, 141.98541216739372, 219.59709175512646
Pendleton, 306.8418972332017, 239.69992729387823
Tucker, 286.86353449329687, 186.57100479860452
Wirt, 117.63065889735495, 197.7515195579469
